"additionalInfo/Accesibilidad/0/Entrada accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/2/Sanitarios accesibles para personas en silla de ruedas","additionalInfo/Ambiente/0/A la moda","additionalInfo/Ambiente/1/Agradable","additionalInfo/Ambiente/2/Informal","additionalInfo/Ambiente/3/Relajado","additionalInfo/Aspectos destacados/0/Buen café","additionalInfo/Aspectos destacados/0/Buenos productos frescos","additionalInfo/Aspectos destacados/0/Chimenea","additionalInfo/Aspectos destacados/0/Muy buena selección de cervezas","additionalInfo/Aspectos destacados/1/Deliciosos postres","additionalInfo/Estacionamiento/0/Estacionamiento gratuito en la calle","additionalInfo/Información proporcionada por la empresa/0/Se identifica como mujer empresaria","additionalInfo/Menores/0/Ideal para ir con niños","additionalInfo/Opciones de servicio/0/Citas en línea","additionalInfo/Opciones de servicio/0/Compras en tienda","additionalInfo/Opciones de servicio/0/Consumo en el lugar","additionalInfo/Opciones de servicio/0/Entrega a domicilio","additionalInfo/Opciones de servicio/0/Entrega el mismo día","additionalInfo/Opciones de servicio/0/Entrega sin contacto","additionalInfo/Opciones de servicio/0/Retiros en la puerta","additionalInfo/Opciones de servicio/0/Servicios en el lugar","additionalInfo/Opciones de servicio/1/Citas en línea","additionalInfo/Opciones de servicio/1/Compras en tienda","additionalInfo/Opciones de servicio/1/Entrega a domicilio","additionalInfo/Opciones de servicio/1/Entrega el mismo día","additionalInfo/Opciones de servicio/1/Retiro en tienda","additionalInfo/Opciones de servicio/1/Servicios en el lugar","additionalInfo/Opciones de servicio/2/Compras en tienda","additionalInfo/Opciones de servicio/2/Entrega el mismo día","additionalInfo/Opciones de servicio/2/Para llevar","additionalInfo/Opciones de servicio/2/Retiro en tienda","additionalInfo/Opciones de servicio/2/Servicios en el lugar","additionalInfo/Opciones de servicio/3/Compras en tienda","additionalInfo/Opciones de servicio/3/Consumo en el lugar","additionalInfo/Opciones de servicio/3/Entrega el mismo día","additionalInfo/Opciones de servicio/4/Entrega el mismo día","additionalInfo/Opciones de servicio/4/Servicios en el lugar","additionalInfo/Opciones de servicio/5/Entrega el mismo día","additionalInfo/Opciones de servicio/6/Citas en línea","additionalInfo/Opciones del local/0/Almuerzo","additionalInfo/Opciones del local/0/Postres","additionalInfo/Opciones del local/1/Cena","additionalInfo/Pagos/0/Cheques","additionalInfo/Pagos/0/Pagos móviles mediante NFC","additionalInfo/Pagos/0/Solo dinero en efectivo","additionalInfo/Pagos/0/Tarjetas de crédito","additionalInfo/Pagos/0/Tarjetas de débito","additionalInfo/Pagos/1/Pagos móviles mediante NFC","additionalInfo/Pagos/1/Solo dinero en efectivo","additionalInfo/Pagos/1/Tarjetas de crédito","additionalInfo/Pagos/1/Tarjetas de débito","additionalInfo/Pagos/2/Tarjetas de crédito","additionalInfo/Pagos/2/Tarjetas de débito","additionalInfo/Pagos/3/Tarjetas de crédito","additionalInfo/Pagos/3/Tarjetas de débito","additionalInfo/Pagos/4/Tarjetas de crédito","additionalInfo/Planificación/0/Se aceptan reservas","additionalInfo/Planificación/0/Se recomienda concertar cita","additionalInfo/Planificación/0/Se requiere una cita","additionalInfo/Planificación/0/Visita rápida","additionalInfo/Planificación/1/Visita rápida","additionalInfo/Popular por/0/Almuerzo","additionalInfo/Popular por/1/Cena","additionalInfo/Público usual/0/Amigable con LGBTQ+","additionalInfo/Público usual/0/Recomendable para ir en familia","additionalInfo/Qué ofrece/0/Alcohol","additionalInfo/Qué ofrece/0/Bocadillos","additionalInfo/Qué ofrece/0/Productos orgánicos","additionalInfo/Qué ofrece/0/Servicio de armado","additionalInfo/Qué ofrece/1/Café","additionalInfo/Qué ofrece/1/Cerveza","additionalInfo/Qué ofrece/1/Servicios de reparación","additionalInfo/Qué ofrece/2/Comida","additionalInfo/Qué ofrece/2/Platos vegetarianos","additionalInfo/Qué ofrece/3/Vino","additionalInfo/Servicios/0/Sanitario","additionalInfo/Servicios/0/Sanitarios unisex","additionalInfo/Servicios/0/Wi-Fi","additionalInfo/Servicios/1/Taller mecánico","additionalInfo/Servicios/1/Tiene Wi-Fi gratis","additionalInfo/Servicios/1/Wi-Fi","additionalInfo/Servicios/2/Tiene Wi-Fi gratis","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","language","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","temporarilyClosed","title","totalScore","url","website"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Independencia 2780, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Carpintero","Establecimiento de venta de madera",,,,,,"Carpintero","1939101271967998303","Olavarría","false","AR","0x959445be3421ed6f:0x1ae912554329215f",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqcWZN5qjQGew_AMHKzVp7MoM8sMkjegjzLec24XWigbo02U0zShYnAgKDBwJ3FyvVlLZxav7S1079Jlu48sMMH0TsKS-UWJVs3ZGl7BAHh_M0NAGTh_kPnBWmbK6MyMnO1P05o=w426-h240-k-no","23","false","/g/11bbrjmmbw","es-419","-36.8880205","-60.3299529",,"miércoles","8 AM to 4 PM","jueves","8 AM to 4 PM","viernes","8 AM to 4 PM","sábado","8 AM to 12:30 PM","domingo","Cerrado","lunes","8 AM to 4 PM","martes","8 AM to 4 PM","false","+54 2284 41-2945","+542284412945","ChIJb-0hNL5FlJURXyEpQ1US6Ro",,,"15","230",,,,,,"2025-05-29T00:56:18.675Z","https://www.google.com/maps/search/venta/@-36.893875200000004,-60.357578810634884,16z?hl=es-419","venta","Provincia de Buenos Aires","Independencia 2780","false","Messineo Maderas","4.5","https://www.google.com/maps/search/?api=1&query=Messineo%20Maderas&query_place_id=ChIJb-0hNL5FlJURXyEpQ1US6Ro",
,,,,,,,,,,,,,,,,,,,,,,,"true","false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"España 2356, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Agentes inmobiliarios",,,,,,,"Agentes inmobiliarios","8126890156250532071","Olavarría","false","AR","0x959445c9715efdb5:0x70c88389fbee88e7",,"https://lh3.googleusercontent.com/p/AF1QipOlczh1e7ftZPxUTJi0qixhpT0hwa5_SK3xiBAR=w408-h544-k-no","3","false","/g/11bbrh1dvc","es-419","-36.8988726","-60.3234838",,"miércoles","8 AM to 4 PM","jueves","8 AM to 4 PM","viernes","8 AM to 4 PM","sábado","Cerrado","domingo","Cerrado","lunes","8 AM to 4 PM","martes","8 AM to 4 PM","false","+54 446070",,"ChIJtf1ecclFlJUR54ju-4mDyHA","B7400",,"16","51",,,,,,"2025-05-29T00:56:18.676Z","https://www.google.com/maps/search/venta/@-36.893875200000004,-60.357578810634884,16z?hl=es-419","venta","Provincia de Buenos Aires","España 2356","false","Inmobiliaria Vaccaro","4.4","https://www.google.com/maps/search/?api=1&query=Inmobiliaria%20Vaccaro&query_place_id=ChIJtf1ecclFlJUR54ju-4mDyHA","http://www.inmobiliariavaccaro.com.ar/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. del Valle 1520, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Agencia inmobiliaria",,,,,,,"Agencia inmobiliaria","1973490440879614758","Olavarría","true","AR","0x959445bd55c2e195:0x1b633f1998422b26",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ov_NcqZ75mAanPgTvbkFuA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=85.090675&pitch=0&thumbfov=100","1","false","/g/11bbrkqdj7","es-419","-36.8891121","-60.3381844",,,,,,,,,,,,,,,,"false","+54 2284 42-5976","+542284425976","ChIJleHCVb1FlJURJitCmBk_Yxs",,,"17","5",,,,,,"2025-05-29T00:56:18.676Z","https://www.google.com/maps/search/venta/@-36.893875200000004,-60.357578810634884,16z?hl=es-419","venta","Provincia de Buenos Aires","Av. del Valle 1520","false","Inmobiliaria Notararigo de Juan Carlos Notararigo","3","https://www.google.com/maps/search/?api=1&query=Inmobiliaria%20Notararigo%20de%20Juan%20Carlos%20Notararigo&query_place_id=ChIJleHCVb1FlJURJitCmBk_Yxs","http://notararigoweb.com.ar/"
,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. Pringles 3492, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Tienda de muebles",,,,,,,"Tienda de muebles","9406249185378885215","Olavarría","true","AR","0x959445d0f20015f3:0x8289b5cc3350de5f",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AY6rndSbHXyBFgJNBMAx4w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=119.56546&pitch=0&thumbfov=100","1","false","/g/11bbrq29_j","es-419","-36.8933159","-60.3113497",,,,,,,,,,,,,,,,"false","+54 2284 44-3306","+542284443306","ChIJ8xUA8tBFlJURX95QM8y1iYI","B7400",,"18","0",,,,,,"2025-05-29T00:56:18.676Z","https://www.google.com/maps/search/venta/@-36.893875200000004,-60.357578810634884,16z?hl=es-419","venta","Provincia de Buenos Aires","Av. Pringles 3492","false","Claudio Refrigeracion - Fca Y Venta Amoblamientos Comerciale",,"https://www.google.com/maps/search/?api=1&query=Claudio%20Refrigeracion%20-%20Fca%20Y%20Venta%20Amoblamientos%20Comerciale&query_place_id=ChIJ8xUA8tBFlJURX95QM8y1iYI",
,,,,"true","true","true","true",,,"true",,,"true",,"true",,,,,,"true",,,,,"true",,,,,,"true",,,,"true",,,,,,"true",,"true",,,"true",,,,,,,,,,,,"true",,,,,"true","true",,"true","true",,,,,"true",,,"true","true",,,,,,,,"Av. del Valle 3405, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Parrilla",,,,,,,"Parrilla","7640865553072111153","Olavarría","false","AR","0x959445cb74f5bbf5:0x6a09cebccb61be31",,"https://lh3.googleusercontent.com/p/AF1QipNoTZmEyVJZT5N7rHyfUeQ8PsSb7K-wru_eahs=w408-h544-k-no","30","false","/g/1hc1s1p74","es-419","-36.9020272","-60.3218611",,"miércoles","10 AM to 2 PM, 7 to 11 PM","jueves","10 AM to 2 PM, 7 to 11 PM","viernes","10 AM to 2 PM, 7 to 11 PM","sábado","10 AM to 2 PM, 7 to 11 PM","domingo","10 AM to 2 PM, 7 to 11 PM","lunes","Cerrado","martes","7 to 11 PM","false","+54 2284 41-3030","+542284413030","ChIJ9bv1dMtFlJURMb5hy7zOCWo","B7400","$","19","220",,,,,,"2025-05-29T00:56:18.676Z","https://www.google.com/maps/search/venta/@-36.893875200000004,-60.357578810634884,16z?hl=es-419","venta","Provincia de Buenos Aires","Av. del Valle 3405","false","El Arriero Asador Criollo","4.6","https://www.google.com/maps/search/?api=1&query=El%20Arriero%20Asador%20Criollo&query_place_id=ChIJ9bv1dMtFlJURMb5hy7zOCWo","https://m.facebook.com/arrieroasador.criollo.5"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. del Valle 2571, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Agencia inmobiliaria",,,,,,,"Agencia inmobiliaria","9903346599266351764","Olavarría","false","AR","0x959445b82bce6a8d:0x896fc14308d7fa94",,"https://lh3.googleusercontent.com/p/AF1QipNvyKQW6TWKLh4HfEGRO8pHA_n69L866RopGFk=w408-h240-k-no","4","false","/g/11b7xv9dg7","es-419","-36.8961892","-60.3290539",,"miércoles","9:30 AM to 4:30 PM","jueves","9:30 AM to 4:30 PM","viernes","9:30 AM to 4:30 PM","sábado","Cerrado","domingo","Cerrado","lunes","9:30 AM to 4:30 PM","martes","9:30 AM to 4:30 PM","false","+54 2284 48-5959","+542284485959","ChIJjWrOK7hFlJURlPrXCEPBb4k","B7400",,"20","9",,,,,,"2025-05-29T00:56:18.676Z","https://www.google.com/maps/search/venta/@-36.893875200000004,-60.357578810634884,16z?hl=es-419","venta","Provincia de Buenos Aires","Av. del Valle 2571","false","Inmobiliaria Coniglio","4.4","https://www.google.com/maps/search/?api=1&query=Inmobiliaria%20Coniglio&query_place_id=ChIJjWrOK7hFlJURlPrXCEPBb4k",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. del Maestro 3875, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Comercio",,,,,,,"Comercio","803904470983086869","Olavarría","true","AR","0x9594450010d54671:0xb280adb6a4b9315",,,,"false","/g/11xfs6h01z","es-419","-36.9168018","-60.3332312",,,,,,,,,,,,,,,,"false",,,"ChIJcUbVEABFlJURFZNLatsKKAs","B7400",,"5","0",,,,,,"2025-05-29T00:56:20.068Z","https://www.google.com/maps/search/comercio/@-36.90762725147114,-60.357578810634884,16z?hl=es-419","comercio","Provincia de Buenos Aires","Av. del Maestro 3875","false","Tecno Olav",,"https://www.google.com/maps/search/?api=1&query=Tecno%20Olav&query_place_id=ChIJcUbVEABFlJURFZNLatsKKAs",
"false",,"false",,,,,,,"true",,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"Rossi entre alsina e italia, Alsina, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,,,,"Tienda de alimentación","13919450037599662010","Olavarría","false","AR","0x959445ac4da4c21b:0xc12bd20f8fecefba",,"https://lh3.googleusercontent.com/p/AF1QipMW_UE3fgFqorVKKz2cxuxx0YycFgxY0d0cea6F=w408-h725-k-no","2","false","/g/11f2wg53tq","es-419","-36.9064296","-60.3416387",,"miércoles","9 AM to 9 PM","jueves","9 AM to 9 PM","viernes","9 AM to 9 PM","sábado","9 AM to 9 PM","domingo","10 AM to 8 PM","lunes","9 AM to 9 PM","martes","9 AM to 9 PM","false","+54 2284 55-3435","+542284553435","ChIJG8KkTaxFlJURuu_sjw_SK8E","B7400",,"6","52",,,,,,"2025-05-29T00:56:20.068Z","https://www.google.com/maps/search/comercio/@-36.90762725147114,-60.357578810634884,16z?hl=es-419","comercio","Provincia de Buenos Aires","Rossi entre alsina e italia, Alsina","false","Kiosco Los Robles","4.3","https://www.google.com/maps/search/?api=1&query=Kiosco%20Los%20Robles&query_place_id=ChIJG8KkTaxFlJURuu_sjw_SK8E",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. Avellaneda 3117, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Comercio",,,,,,,"Comercio","182182118084967884","Olavarría","false","AR","0x959445978be0e3cd:0x2873dabd0e1fdcc",,"https://lh3.googleusercontent.com/p/AF1QipNYLX5e_aCVzD16oVoRG1joEtdOnF4NvwUgisd8=w408-h306-k-no","4","false","/g/11y3kmxfn0","es-419","-36.907887","-60.3348929",,"miércoles","Abierto las 24 horas","jueves","Abierto las 24 horas","viernes","Abierto las 24 horas","sábado","Abierto las 24 horas","domingo","Abierto las 24 horas","lunes","Abierto las 24 horas","martes","Abierto las 24 horas","false","+54 2284 73-1675","+542284731675","ChIJzePgi5dFlJURzP3h0Ks9hwI","B7400",,"11","0",,,,,,"2025-05-29T00:56:20.069Z","https://www.google.com/maps/search/comercio/@-36.90762725147114,-60.357578810634884,16z?hl=es-419","comercio","Provincia de Buenos Aires","Av. Avellaneda 3117","false","NUCLEO TECNOLOGICO ""ADN""",,"https://www.google.com/maps/search/?api=1&query=NUCLEO%20TECNOLOGICO%20%22ADN%22&query_place_id=ChIJzePgi5dFlJURzP3h0Ks9hwI",
,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3JVH+3P, Olavarría, Provincia de Buenos Aires, Argentina","Frutería",,,,,,,"Frutería","18047043295387752793","Olavarría","true","AR","0x959445000edab611:0xfa73fa4283ae9959",,,,"false","/g/11wmhnfmd1","es-419","-36.90736","-60.3706764",,,,,,,,,,,,,,,,"false",,,"ChIJEbbaDgBFlJURWZmug0L6c_o",,,"12","0",,,,,,"2025-05-29T00:56:20.069Z","https://www.google.com/maps/search/comercio/@-36.90762725147114,-60.357578810634884,16z?hl=es-419","comercio","Provincia de Buenos Aires","3JVH+3P","false","Quinta jurado",,"https://www.google.com/maps/search/?api=1&query=Quinta%20jurado&query_place_id=ChIJEbbaDgBFlJURWZmug0L6c_o",
,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,"true",,,,,,,,,,,,,,,"true",,,,,,"true",,,"true","true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"Avellaneda, Alsina y, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Carnicería",,,,,,,"Carnicería","3274418885368702475","Olavarría","false","AR","0x9594456de652ed63:0x2d7112a0ac3b660b",,"https://lh3.googleusercontent.com/p/AF1QipOa4Y-lGX854YvYusOYjuRkxrsVhj5g_HRorzWt=w533-h240-k-no","2","false","/g/11txqccws8","es-419","-36.9045718","-60.339494",,"miércoles","8:30 AM to 1 PM, 5 to 8:30 PM","jueves","8:30 AM to 1 PM, 5 to 8:30 PM","viernes","8:30 AM to 1 PM, 5 to 8:30 PM","sábado","8:30 AM to 1 PM, 5 to 9 PM","domingo","9:30 AM to 1 PM","lunes","8:30 AM to 1 PM, 5 to 8:30 PM","martes","8:30 AM to 1 PM, 5 to 8:30 PM","false","+54 2284 23-3126","+542284233126","ChIJY-1S5m1FlJURC2Y7rKAScS0","B7400",,"13","11",,,,,,"2025-05-29T00:56:20.069Z","https://www.google.com/maps/search/comercio/@-36.90762725147114,-60.357578810634884,16z?hl=es-419","comercio","Provincia de Buenos Aires","Avellaneda, Alsina y","false","Entre pueblos","5","https://www.google.com/maps/search/?api=1&query=Entre%20pueblos&query_place_id=ChIJY-1S5m1FlJURC2Y7rKAScS0","https://instagram.com/entrepueblos.carniceria?igshid=YmMyMTA2M2Y="
,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. Pueyrredón 2892, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Comercio",,,,,,,"Comercio","3786939390596643770","Olavarría","true","AR","0x959445002a73b497:0x348de94fca727bba",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrkPhnVjkBK9YIR3DXto6ktj0RsgPfCc1J6Cec0qnqvkq0x48gMh3WAjholggWML81kN1x3ifcqIGp9h0Xr6pAsmR6EmnfRtHvvq4f4B7XAqxxboTHry-r4y1ciiq18bEzKAWUs=w533-h240-k-no","14","false","/g/11vy7311x7","es-419","-36.902419","-60.331999",,"miércoles","9 AM to 12:30 PM, 5 to 8:30 PM","jueves","9 AM to 12:30 PM, 5 to 8:30 PM","viernes","9 AM to 12:30 PM, 5 to 8:30 PM","sábado","9 AM to 1 PM","domingo","Cerrado","lunes","9 AM to 12:30 PM, 5 to 8:30 PM","martes","9 AM to 12:30 PM, 5 to 8:30 PM","false","+54 2284 52-4042","+542284524042","ChIJl7RzKgBFlJURuntyyk_pjTQ","B7400",,"15","0",,,,,,"2025-05-29T00:56:20.069Z","https://www.google.com/maps/search/comercio/@-36.90762725147114,-60.357578810634884,16z?hl=es-419","comercio","Provincia de Buenos Aires","Av. Pueyrredón 2892","false","PICHICHUS",,"https://www.google.com/maps/search/?api=1&query=PICHICHUS&query_place_id=ChIJl7RzKgBFlJURuntyyk_pjTQ",
,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9 de Julio 1414, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Comercio",,,,,,,"Comercio","18370012818417774919","Olavarría","true","AR","0x959445b4d49bc1b7:0xfeef65547129f147",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lPXSKJnZt-yADPN2AdSWcA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=137.37317&pitch=0&thumbfov=100","2","false","/g/11bbrkkxgp","es-419","-36.9065417","-60.3298055",,"miércoles","8:30 AM to 5 PM","jueves","8:30 AM to 5 PM","viernes","8:30 AM to 5 PM","sábado","9 AM to 12:30 PM","domingo","Cerrado","lunes","8:30 AM to 5 PM","martes","8:30 AM to 5 PM","false","+54 2284 44-4084","+542284444084","ChIJt8Gb1LRFlJURR_EpcVRl7_4",,,"16","4",,,,,,"2025-05-29T00:56:20.069Z","https://www.google.com/maps/search/comercio/@-36.90762725147114,-60.357578810634884,16z?hl=es-419","comercio","Provincia de Buenos Aires","9 de Julio 1414","false","Combi","4","https://www.google.com/maps/search/?api=1&query=Combi&query_place_id=ChIJt8Gb1LRFlJURR_EpcVRl7_4",
"true",,"true",,,,,,,"true",,,,,,,,,,,,"true",,,,,"true",,,,,,,"true",,"true",,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"Rivadavia 1751, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,,,,"Tienda de alimentación","2558598425608457228","Olavarría","false","AR","0x959445b6958e340d:0x2381f7b649440c0c",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqTEovcMJwCLpBIO1kuU2z_sSOv1trIzE-3OAm3kgtHtHCJU5NFlXFwkdNL5qMlUKy9iQLeNkdrYaS9HpHDLja6k_jssuIO6EGGzv--km00KVvTWmXE4t4gxFKgDviSROAyQHI=w408-h544-k-no","133","false","/g/11dzssxd5j","es-419","-36.900801","-60.3313057",,"miércoles","8:30 AM to 9 PM","jueves","8:30 AM to 9 PM","viernes","8:30 AM to 9 PM","sábado","8:30 AM to 9 PM","domingo","9 AM to 1 PM","lunes","8:30 AM to 9 PM","martes","8:30 AM to 9 PM","false","+54 2284 42-4983","+542284424983","ChIJDTSOlbZFlJURDAxESbb3gSM","B7400",,"18","937",,,,,,"2025-05-29T00:56:20.069Z","https://www.google.com/maps/search/comercio/@-36.90762725147114,-60.357578810634884,16z?hl=es-419","comercio","Provincia de Buenos Aires","Rivadavia 1751","false","Cooperativa Obrera","4.3","https://www.google.com/maps/search/?api=1&query=Cooperativa%20Obrera&query_place_id=ChIJDTSOlbZFlJURDAxESbb3gSM","http://www.cooperativaobrera.coop/"
,"false",,,,,,,,"true",,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"Lamadrid 1401, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,,,,"Tienda de alimentación","17833343657523045768","Olavarría","true","AR","0x959445b47f5c5adf:0xf77cc39248206588",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrtvMmKnUC5zZpSeOqQz-5bnAW22zGF4jtn_U_4SNmTfX7YPKzvynMqhizHUSnKZVv8K3lrOHoXd-oYjwRnyRhilz2fRiwQhED4l5o65m5q2P_RhbcwqHvxl9dJozmwRYu1ZxE=w408-h306-k-no","5","false","/g/1z44qv2fn","es-419","-36.9044015","-60.3325514",,"miércoles","9 AM to 7:30 PM","jueves","9 AM to 7:30 PM","viernes","9 AM to 7:30 PM","sábado","9 AM to 1 PM, 5:30 to 7:30 PM","domingo","Cerrado","lunes","9 AM to 7:30 PM","martes","9 AM to 7:30 PM","false","+54 2284 44-4704","+542284444704","ChIJ31pcf7RFlJURiGUgSJLDfPc",,,"19","18",,,,,,"2025-05-29T00:56:20.069Z","https://www.google.com/maps/search/comercio/@-36.90762725147114,-60.357578810634884,16z?hl=es-419","comercio","Provincia de Buenos Aires","Lamadrid 1401","false","Mercadito Lamadrid","4.6","https://www.google.com/maps/search/?api=1&query=Mercadito%20Lamadrid&query_place_id=ChIJ31pcf7RFlJURiGUgSJLDfPc",
,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"Villa Floresta, Av. Pellegrini 1335, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,,,,"Tienda de alimentación","3697677812743519918","Olavarría","true","AR","0x9594443a3413a6d7:0x3350ca612a6bbeae",,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhHxfxMGJKs3d0kL8xCs6J8FaQLbgm2DtuxiAttu-v9NlryCn-HO1sze9FGgUnu_2Q-AS3TVEgjoQeTz4p2Dr2ax0fW6UTmjhnLbgPX9iwEI7x744oDqgCP2SNBcmYADKK8El6yFNr9HFTVqZwnGrIDNzSvLlnI07RVMH7DNrTJIXG4qyvMGWd6HYQ172l0mW1Ovzw=w408-h306-k-no","2","false","/g/11b7xwhp2f","es-419","-36.9157194","-60.3199653",,"miércoles","7:30 AM to 9 PM","jueves","7:30 AM to 9 PM","viernes","7:30 AM to 9 PM","sábado","8:30 AM to 9 PM","domingo","Cerrado","lunes","7:30 AM to 9 PM","martes","7:30 AM to 9 PM","false",,,"ChIJ16YTNDpElJURrr5rKmHKUDM","B7400",,"19","4",,,,,,"2025-05-29T00:56:21.244Z","https://www.google.com/maps/search/tienda/@-36.90762725147114,-60.357578810634884,16z?hl=es-419","tienda","Provincia de Buenos Aires","Villa Floresta, Av. Pellegrini 1335","false","Polirrubro Deja Vú","3.8","https://www.google.com/maps/search/?api=1&query=Polirrubro%20Deja%20V%C3%BA&query_place_id=ChIJ16YTNDpElJURrr5rKmHKUDM",
