"additionalInfo/Accesibilidad/0/Entrada accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Sanitarios accesibles para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Aspectos destacados/0/Buenos productos frescos","additionalInfo/Información proporcionada por la empresa/0/Se identifica como mujer empresaria","additionalInfo/Opciones de servicio/0/Entrega a domicilio","additionalInfo/Opciones de servicio/0/Entrega el mismo día","additionalInfo/Opciones de servicio/0/Entrega sin contacto","additionalInfo/Opciones de servicio/0/Retiro en tienda","additionalInfo/Opciones de servicio/1/Compras en tienda","additionalInfo/Opciones de servicio/1/Entrega a domicilio","additionalInfo/Opciones de servicio/1/Entrega el mismo día","additionalInfo/Opciones de servicio/1/Retiro en tienda","additionalInfo/Opciones de servicio/2/Compras en tienda","additionalInfo/Opciones de servicio/2/Entrega el mismo día","additionalInfo/Opciones de servicio/2/Retiro en tienda","additionalInfo/Opciones de servicio/3/Compras en tienda","additionalInfo/Opciones de servicio/3/Entrega el mismo día","additionalInfo/Opciones de servicio/4/Entrega el mismo día","additionalInfo/Pagos/0/Cheques","additionalInfo/Pagos/0/Pagos móviles mediante NFC","additionalInfo/Pagos/0/Tarjetas de crédito","additionalInfo/Pagos/0/Tarjetas de débito","additionalInfo/Pagos/1/Pagos móviles mediante NFC","additionalInfo/Pagos/1/Tarjetas de crédito","additionalInfo/Pagos/1/Tarjetas de débito","additionalInfo/Pagos/2/Tarjetas de crédito","additionalInfo/Pagos/2/Tarjetas de débito","additionalInfo/Pagos/3/Tarjetas de crédito","additionalInfo/Pagos/3/Tarjetas de débito","additionalInfo/Planificación/0/Visita rápida","additionalInfo/Público usual/0/Amigable con LGBTQ+","additionalInfo/Público usual/1/Espacio seguro para personas transgénero","additionalInfo/Qué ofrece/0/Combustible diésel","additionalInfo/Qué ofrece/0/Comida","additionalInfo/Qué ofrece/0/Comida preparada","additionalInfo/Qué ofrece/1/Gasolinera con servicio completo","additionalInfo/Qué ofrece/2/Intercambio de tanques de propano","additionalInfo/Qué ofrece/3/Lavadero de autos","additionalInfo/Servicios/0/Minimercado","additionalInfo/Servicios/1/Sanitario","address","categories/0","categories/1","categories/2","categories/3","categoryName","cid","city","claimThisBusiness","countryCode","description","domain","emails/0","emails/1","facebooks/0","fid","googleFoodUrl","imageUrl","imagesCount","instagrams/0","instagrams/1","isAdvertisement","kgmid","language","linkedIns/0","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","phones/0","phones/1","phones/2","phonesUncertain/0","phonesUncertain/1","phonesUncertain/2","phonesUncertain/3","placeId","postalCode","price","rank","reviews","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","temporarilyClosed","title","totalScore","twitters/0","url","website","youtubes/0"
,,,,,,"true",,,,,,"true",,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,"Juan Silva 327, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda general",,,,"Tienda general","7413918413191239655","Rauch","false","AR",,,,,,"0x959727e50a7791bb:0x66e3878423fdd7e7",,"https://lh3.googleusercontent.com/p/AF1QipMRvSd51mQuCe71zdgOa872Su1zHYIiOlrrx6bp=w426-h240-k-no","38",,,"false","/g/11nftfgq77","es-419",,"-36.7830896","-59.0911519",,"domingo","9 AM to 1 PM, 5 to 10 PM","lunes","9 AM to 1 PM, 5 to 10 PM","martes","9 AM to 1 PM, 5 to 10 PM","miércoles","9 AM to 1 PM, 5 to 10 PM","jueves","9 AM to 1 PM, 5 to 10 PM","viernes","9 AM to 1 PM, 5 to 10 PM","sábado","9 AM to 1 PM, 5 to 10 PM","false",,,,,,,,,,"ChIJu5F3CuUnl5UR59f9I4SH42Y",,,"1",,"4",,,,,,"2025-06-15T22:40:24.616Z","https://www.google.com/maps/search/comercio/@-36.80229206090462,-59.1210622811497,15z?hl=es-419","comercio","Provincia de Buenos Aires","Juan Silva 327","false","Almacén 'Lo Maty'","4.8",,"https://www.google.com/maps/search/?api=1&query=Almac%C3%A9n%20'Lo%20Maty'&query_place_id=ChIJu5F3CuUnl5UR59f9I4SH42Y",,
"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paso 400-498, B7203BGJ, B7203BGJ, Provincia de Buenos Aires, Argentina","Taller mecánico",,,,"Taller mecánico","11090704074705880385","Rauch","true","AR",,,,,,"0x959727aabafacce9:0x99ea189849d24541",,,,,,"false","/g/11g0kgzy_8","es-419",,"-36.774511","-59.0790579",,,,,,,,,,,,,,,,"false","+54 2297 44-2754","+542297442754",,,,,,,,"ChIJ6cz6uqonl5URQUXSSZgY6pk","B7203",,"11",,"30",,,,,,"2025-06-15T22:40:29.825Z","https://www.google.com/maps/search/repuestos/@-36.80229206090462,-59.1210622811497,15z?hl=es-419","repuestos","Provincia de Buenos Aires","Paso 400-498, B7203BGJ","false","Electricidad Landaburu","4.8",,"https://www.google.com/maps/search/?api=1&query=Electricidad%20Landaburu&query_place_id=ChIJ6cz6uqonl5URQUXSSZgY6pk",,
,,,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de repuestos para automóviles",,,,"Tienda de repuestos para automóviles","2575997132365175236","Rauch","true","AR",,,,,,"0x95972741e967b331:0x23bfc7be610d19c4",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=c6Ljr5QUoRm2AreGHRb4xQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=207.60515&pitch=0&thumbfov=100","1",,,"false","/g/11y74zhc3b","es-419",,"-36.7721181","-59.0857797",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJMbNn6UEnl5URxBkNYb7HvyM",,,"10",,"0",,,,,,"2025-06-15T22:40:29.825Z","https://www.google.com/maps/search/repuestos/@-36.80229206090462,-59.1210622811497,15z?hl=es-419","repuestos","Provincia de Buenos Aires",,"false","Lo De Martin",,,"https://www.google.com/maps/search/?api=1&query=Lo%20De%20Martin&query_place_id=ChIJMbNn6UEnl5URxBkNYb7HvyM",,
,,,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Av. San Martín, B7203BLH Rauch, Provincia de Buenos Aires, Argentina","Tienda de repuestos para automóviles",,,,"Tienda de repuestos para automóviles","4850321600294515680","Rauch","true","AR",,,,,,"0x95972741e66f2abf:0x434fcdcc1ff573e0",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=C2rU8ITLyHYkMNatW3X3ww&cb_client=search.gws-prod.gps&w=408&h=240&yaw=119.50373&pitch=0&thumbfov=100","1",,,"false","/g/11x07z3q1c","es-419",,"-36.7725131","-59.0858216",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJvypv5kEnl5UR4HP1H8zNT0M","B7203",,"9",,"0",,,,,,"2025-06-15T22:40:29.825Z","https://www.google.com/maps/search/repuestos/@-36.80229206090462,-59.1210622811497,15z?hl=es-419","repuestos","Provincia de Buenos Aires","Av. San Martín","false","REPUESTOS ALFA",,,"https://www.google.com/maps/search/?api=1&query=REPUESTOS%20ALFA&query_place_id=ChIJvypv5kEnl5UR4HP1H8zNT0M",,
,,,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Avellaneda, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de repuestos para automóviles",,,,"Tienda de repuestos para automóviles","12499790589916768418","Rauch","true","AR",,,,,,"0x9597275adeffcac9:0xad782d5096c268a2",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=B7E8zxQUaLKBmVFSXD8y8A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=147.29881&pitch=0&thumbfov=100","1",,,"false","/g/11lv99922j","es-419",,"-36.7678781","-59.0939502",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJycr_3lonl5URomjCllAteK0",,,"8",,"0",,,,,,"2025-06-15T22:40:29.825Z","https://www.google.com/maps/search/repuestos/@-36.80229206090462,-59.1210622811497,15z?hl=es-419","repuestos","Provincia de Buenos Aires","Avellaneda","false","Jd Repuestos",,,"https://www.google.com/maps/search/?api=1&query=Jd%20Repuestos&query_place_id=ChIJycr_3lonl5URomjCllAteK0",,
,,,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de repuestos para automóviles",,,,"Tienda de repuestos para automóviles","6519648213615789930","Rauch","true","AR",,,,,,"0x9597276cde730f7f:0x5a7a7181f914476a",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sC0nZo7aHZOXdQYTRfXIrg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=112.54492&pitch=0&thumbfov=100","1",,,"false","/g/11w58zt90v","es-419",,"-36.779114","-59.0825532",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJfw9z3mwnl5URakcU-YFxelo",,,"7",,"0",,,,,,"2025-06-15T22:40:29.825Z","https://www.google.com/maps/search/repuestos/@-36.80229206090462,-59.1210622811497,15z?hl=es-419","repuestos","Provincia de Buenos Aires",,"false","Dante Repuestos",,,"https://www.google.com/maps/search/?api=1&query=Dante%20Repuestos&query_place_id=ChIJfw9z3mwnl5URakcU-YFxelo",,
,,,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"RP30 y acceso a, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de repuestos para automóviles",,,,"Tienda de repuestos para automóviles","15140711218028389618","Rauch","true","AR",,,,,,"0x9597278123507a03:0xd21e9ca2455aa4f2",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4npilYqbVQRIR_uv4xnLcJ-KbSqvHSKXsCwhOCOwoJjuQobGGLofoJvdDYR40rFMeMmOBhgYyESWBGI6me7cF8Dfd9gXLIH-P6M7p9q_XNDAwhayoUGeS4J42_QA13tMw00i_EkA=w408-h544-k-no","4",,,"false","/g/11sjtnpddv","es-419",,"-36.7636433","-59.0884086",,,,,,,,,,,,,,,,"false","+54 249 447-5280","+542494475280",,,,,,,,"ChIJA3pQI4Enl5UR8qRaRaKcHtI",,,"6",,"1",,,,,,"2025-06-15T22:40:29.825Z","https://www.google.com/maps/search/repuestos/@-36.80229206090462,-59.1210622811497,15z?hl=es-419","repuestos","Provincia de Buenos Aires","RP30 y acceso a","false","Agrorepuestos DAZ","5",,"https://www.google.com/maps/search/?api=1&query=Agrorepuestos%20DAZ&query_place_id=ChIJA3pQI4Enl5UR8qRaRaKcHtI",,
,,,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Av. San Martín 999, B7203 BPJ, Provincia de Buenos Aires, Argentina","Tienda de repuestos para automóviles",,,,"Tienda de repuestos para automóviles","8282044334566836722","BPJ","true","AR",,,,,,"0x95972741e9952db5:0x72efbb712fe489f2",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-K8nupH2BlIkHqKn9IyQIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=294.19257&pitch=0&thumbfov=100","1",,,"false","/g/11bbrnr5sd","es-419",,"-36.7721069","-59.0856124",,,,,,,,,,,,,,,,"false","+54 2297 44-2936","+542297442936",,,,,,,,"ChIJtS2V6UEnl5UR8onkL3G773I","B7203",,"5",,"4",,,,,,"2025-06-15T22:40:29.825Z","https://www.google.com/maps/search/repuestos/@-36.80229206090462,-59.1210622811497,15z?hl=es-419","repuestos","Provincia de Buenos Aires","Av. San Martín 999","false","Gonzalez Carlos","5",,"https://www.google.com/maps/search/?api=1&query=Gonzalez%20Carlos&query_place_id=ChIJtS2V6UEnl5UR8onkL3G773I",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alberti 32, B7203ACB Rauch, Provincia de Buenos Aires, Argentina",,,,,,"6990295775984792733","Rauch","true","AR",,,,,,"0x9597270015a7f29b:0x610284f8da7cb49d",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZVk635ncWjrQWZM0BDPdjQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=216.70537&pitch=0&thumbfov=100","1",,,"false","/g/11xgvvdxxm","es-419",,"-36.7770375","-59.090817",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJm_KnFQAnl5URnbR82viEAmE","B7203",,"4",,"1",,,,,,"2025-06-15T22:40:29.825Z","https://www.google.com/maps/search/repuestos/@-36.80229206090462,-59.1210622811497,15z?hl=es-419","repuestos","Provincia de Buenos Aires","Alberti 32","false","PONTIGGIA HNOS","4",,"https://www.google.com/maps/search/?api=1&query=PONTIGGIA%20HNOS&query_place_id=ChIJm_KnFQAnl5URnbR82viEAmE",,
,,,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Av. Alvear 834, B7203AEV Buenos Aires, Provincia de Buenos Aires, Argentina","Comercio",,,,"Comercio","5940850311235600084","Buenos Aires","false","AR",,,,,,"0x9597275addff0eef:0x527223e1d0f77ed4",,"https://lh3.googleusercontent.com/p/AF1QipMI71Rpnm1OfJzZW-oC0v-B1_rer-k-XGup2VyI=w426-h240-k-no","4",,,"false","/g/11bbrn1rdh","es-419",,"-36.7677616","-59.0941234",,"domingo","Cerrado","lunes","8:30 AM to 8:30 PM","martes","8:30 AM to 8:30 PM","miércoles","8:30 AM to 8:30 PM","jueves","8:30 AM to 8:30 PM","viernes","8:30 AM to 8:30 PM","sábado","8:30 AM to 8:30 PM","false","+54 249 400-2781","+542494002781",,,,,,,,"ChIJ7w7_3Vonl5UR1H730OEjclI","B7203",,"3",,"12",,,,,,"2025-06-15T22:40:29.825Z","https://www.google.com/maps/search/repuestos/@-36.80229206090462,-59.1210622811497,15z?hl=es-419","repuestos","Provincia de Buenos Aires","Av. Alvear 834","false","Repuestos jd","4.9",,"https://www.google.com/maps/search/?api=1&query=Repuestos%20jd&query_place_id=ChIJ7w7_3Vonl5UR1H730OEjclI",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aveleyra 530, B7203AGL, B7203AGL Rauch, Provincia de Buenos Aires, Argentina","Taller de reparación de automóviles",,,,"Taller de reparación de automóviles","2423885209947065372","Rauch","true","AR",,,,,,"0x959727a1e4906dd9:0x21a35ec19337cc1c",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0KJ0yc4Aa5MUxCi-nyrHlg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=332.61667&pitch=0&thumbfov=100","1",,,"false","/g/11np0bbzl6","es-419",,"-36.7737096","-59.0922974",,"domingo","Cerrado","lunes","8 AM to 12 PM, 2 to 8 PM","martes","8 AM to 12 PM, 2 to 8 PM","miércoles","8 AM to 12 PM, 2 to 8 PM","jueves","8 AM to 12 PM, 2 to 8 PM","viernes","8 AM to 12 PM, 2 to 8 PM","sábado","8 AM to 12 PM, 2 to 8 PM","false",,,,,,,,,,"ChIJ2W2Q5KEnl5URHMw3k8FeoyE","B7203",,"2",,"5",,,,,,"2025-06-15T22:40:29.825Z","https://www.google.com/maps/search/repuestos/@-36.80229206090462,-59.1210622811497,15z?hl=es-419","repuestos","Provincia de Buenos Aires","Aveleyra 530, B7203AGL","false","Pontiggia Repuestos","4.8",,"https://www.google.com/maps/search/?api=1&query=Pontiggia%20Repuestos&query_place_id=ChIJ2W2Q5KEnl5URHMw3k8FeoyE",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RP30 y acceso a, B7203 Rauch, Provincia de Buenos Aires, Argentina","Proveedor de maquinaria de construcción",,,,"Proveedor de maquinaria de construcción","6820771814040958271","Rauch","false","AR",,"megagrosrl.com.ar",,,,"0x95972701c041272f:0x5ea83fd3ade8753f",,"https://lh3.googleusercontent.com/p/AF1QipPO3FdsxSHqk0XXXUCS0B1tgkl5UCZBqkb1qnRU=w426-h240-k-no","39",,,"false","/g/11wv7131h_","es-419",,"-36.7630918","-59.0888991",,"domingo","Cerrado","lunes","Abierto las 24 horas","martes","Abierto las 24 horas","miércoles","Abierto las 24 horas","jueves","Abierto las 24 horas","viernes","Abierto las 24 horas","sábado","Abierto las 24 horas","false","+54 249 435-9847","+542494359847",,,,"4488732",,,,"ChIJLydBwAEnl5URP3XordM_qF4","B7203",,"2",,"0",,,,,,"2025-06-15T22:40:28.798Z","https://www.google.com/maps/search/maquinaria/@-36.80229206090462,-59.1210622811497,15z?hl=es-419","maquinaria","Provincia de Buenos Aires","RP30 y acceso a","false","LONKING - Megagro",,,"https://www.google.com/maps/search/?api=1&query=LONKING%20-%20Megagro&query_place_id=ChIJLydBwAEnl5URP3XordM_qF4","http://megagrosrl.com.ar/#!/-pagina-principal/",
,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,"true","true","true","true","true","Avenida General Paz, Ruta Prov Nro 30, B7203 Rauch, Argentina","Gasolinera","Tienda de alimentación",,,"Gasolinera","15427941436620542430","Rauch","false","AR",,"shell.com",,,"https://www.facebook.com/Shell","0x95972713fbf0830b:0xd61b0efef14c11de",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrxK-fq3Akid4F9HY9eLLcL3ozcfgbp17MvHJ_7_CjL4sBu300EiTKEyma_PHUeYvfDNhdPyaV89ACnbehOmsP52FbEKLImjyV-Aflezkn2z1VJ6mIfbWt8ZO9j8iGNlAWnFI_51w=w408-h725-k-no","58","https://www.instagram.com/shell_argentina/",,"false","/g/11g8_2z458","es-419","https://www.linkedin.com/company/shell","-36.7764663","-59.0765117",,"domingo","Abierto las 24 horas","lunes","Abierto las 24 horas","martes","Abierto las 24 horas","miércoles","Abierto las 24 horas","jueves","Abierto las 24 horas","viernes","Abierto las 24 horas","sábado","Abierto las 24 horas","false","+54 2297 44-2752","+542297442752",,,,,,,,"ChIJC4Pw-xMnl5UR3hFM8f4OG9Y","B7203","$$","2",,"364",,,,,,"2025-06-15T22:40:28.658Z","https://www.google.com/maps/search/tienda/@-36.80229206090462,-59.1210622811497,15z?hl=es-419","tienda","Provincia de Buenos Aires","Avenida General Paz, Ruta Prov Nro 30","false","Shell","4.2","https://twitter.com/shell","https://www.google.com/maps/search/?api=1&query=Shell&query_place_id=ChIJC4Pw-xMnl5UR3hFM8f4OG9Y","https://find.shell.com/ar/fuel/10129342-rosa-juana-crocci-de-giliberti/es_AR","https://www.youtube.com/user/Shell"
,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Paulino Petriz, B7203BFK Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","14407032718253695102","Rauch","true","AR",,,,,,"0x9597276c2b9bcd27:0xc7f00feceef1207e",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8ONA1rGGBHXRlx9tiGzBmw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=295.1892&pitch=0&thumbfov=100","1",,,"false","/g/11x07_hbq5","es-419",,"-36.7803854","-59.086672",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJJ82bK2wnl5URfiDx7uwP8Mc","B7203",,"1",,"0",,,,,,"2025-06-15T22:40:28.658Z","https://www.google.com/maps/search/tienda/@-36.80229206090462,-59.1210622811497,15z?hl=es-419","tienda","Provincia de Buenos Aires","Paulino Petriz","false","Minimercado camile",,,"https://www.google.com/maps/search/?api=1&query=Minimercado%20camile&query_place_id=ChIJJ82bK2wnl5URfiDx7uwP8Mc",,
,,,,,,,,,,,,,,,,,,,,,"true",,,,,"true","true",,,,,,,,,,,,,,,"Bartolomé Mitre 54, B7203 BCB, Provincia de Buenos Aires, Argentina","Centro comercial",,,,"Centro comercial","17002669634576235727","BCB","false","AR",,,,,,"0x959727d52eed975b:0xebf59df2da3cbccf",,"https://lh3.googleusercontent.com/p/AF1QipMBLo4mW1Qyk6SLgQ8yDs00Eoljce2k7F6AjxWj=w493-h240-k-no","11",,,"false","/g/11h_k9hmyc","es-419",,"-36.773044","-59.0879508",,"domingo","10 AM to 9 PM","lunes","10 AM to 9 PM","martes","10 AM to 9 PM","miércoles","10 AM to 9 PM","jueves","10 AM to 9 PM","viernes","10 AM to 9 PM","sábado","10 AM to 9 PM","false","+54 249 401-7254","+542494017254",,,,,,,,"ChIJW5ftLtUnl5URz7w82vKd9es","B7203",,"2",,"11",,,,,,"2025-06-15T22:40:37.663Z","https://www.google.com/maps/search/venta/@-36.80229206090462,-59.1210622811497,15z?hl=es-419","venta","Provincia de Buenos Aires","Bartolomé Mitre 54","false","Don vito(venta de bebidas)","5",,"https://www.google.com/maps/search/?api=1&query=Don%20vito(venta%20de%20bebidas)&query_place_id=ChIJW5ftLtUnl5URz7w82vKd9es",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letamendi 594, B7202 Rauch, Provincia de Buenos Aires, Argentina","Tienda de reparación de teléfonos móviles",,,,"Tienda de reparación de teléfonos móviles","13783496630386586400","Rauch","true","AR",,,,,,"0x95972767139cbe47:0xbf48d12840fc7320",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=omPoWv0p6Eyl2YHBkPxENw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=224.34274&pitch=0&thumbfov=100","2",,,"false","/g/11g0lb5m5k","es-419",,"-36.776108","-59.08809",,"domingo","Cerrado","lunes","9 AM to 9 PM","martes","9 AM to 9 PM","miércoles","9 AM to 9 PM","jueves","9 AM to 9 PM","viernes","9 AM to 9 PM","sábado","9 AM to 9 PM","false","+54 221 610-8440","+542216108440",,,,,,,,"ChIJR76cE2cnl5URIHP8QCjRSL8","B7202",,"4",,"0",,,,,,"2025-06-15T22:40:39.414Z","https://www.google.com/maps/search/telefonia/@-36.80229206090462,-59.1210622811497,15z?hl=es-419","telefonia","Provincia de Buenos Aires","Letamendi 594","false","Pixel",,,"https://www.google.com/maps/search/?api=1&query=Pixel&query_place_id=ChIJR76cE2cnl5URIHP8QCjRSL8",,
,,,,,,"true",,,,,,,"true",,"true",,,,,,"true",,,,"true",,,"true","true",,"true",,,,,,,,,,,"Colectora Alvear 1150, B7203 AEX, Provincia de Buenos Aires, Argentina","Tienda de herramientas","Taller de maquinaria",,,"Tienda de herramientas","6694421436706456493","AEX","false","AR",,,,,,"0x959727690c06f889:0x5ce75cd3ffa603ad",,"https://lh3.googleusercontent.com/p/AF1QipP0mmz2MlKmPQr5YjNB-HU5KNzu-OHQB8R3qncY=w408-h544-k-no","19",,,"false","/g/11hyl5mvj2","es-419",,"-36.7650016","-59.0916388",,"domingo","Cerrado","lunes","8 AM to 12 PM, 1:30 to 5:30 PM","martes","8 AM to 12 PM, 1:30 to 5:30 PM","miércoles","8 AM to 12 PM, 1:30 to 5:30 PM","jueves","8 AM to 12 PM, 1:30 to 5:30 PM","viernes","8 AM to 12 PM, 1:30 to 5:30 PM","sábado","8 AM to 12 PM","false","+54 249 402-0504","+542494020504",,,,,,,,"ChIJifgGDGknl5URrQOm_9Nc51w","B7203",,"1",,"7",,,,,,"2025-06-15T22:40:28.798Z","https://www.google.com/maps/search/maquinaria/@-36.80229206090462,-59.1210622811497,15z?hl=es-419","maquinaria","Provincia de Buenos Aires","Colectora Alvear 1150","false","Terra Herramientas","3.1",,"https://www.google.com/maps/search/?api=1&query=Terra%20Herramientas&query_place_id=ChIJifgGDGknl5URrQOm_9Nc51w","http://www.terraherramientas.com.ar/",
,,,,,,"true",,,,"true",,,,,"true",,,,,,,"true",,,,"true","true",,,,"true",,,,,,,,,,,"CASTELLI, Moreno Y, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de móviles","Tienda de accesorios para móviles",,,"Tienda de móviles","14403148319139155185","Rauch","false","AR",,,,,,"0x959727d8b3c91239:0xc7e24315c98dccf1",,"https://lh3.googleusercontent.com/p/AF1QipO8R3JoLPLp91kFCj1Wc5H6hSPxAgWhpn4_3WOE=w408-h725-k-no","149",,,"false","/g/11fnzjj0d_","es-419",,"-36.7799446","-59.0905672",,"domingo","Cerrado","lunes","8:30 AM to 12:30 PM, 4:30 to 8 PM","martes","8:30 AM to 12:30 PM, 4:30 to 8 PM","miércoles","8:30 AM to 12:30 PM, 4:30 to 8 PM","jueves","8:30 AM to 12:30 PM, 4:30 to 8 PM","viernes","8:30 AM to 12:30 PM, 4:30 to 8 PM","sábado","9 AM to 12:30 PM, 5:30 to 8 PM","false","+54 249 432-8809","+542494328809",,,,,,,,"ChIJORLJs9gnl5UR8cyNyRVD4sc","B7203",,"1",,"24",,,,,,"2025-06-15T22:40:39.413Z","https://www.google.com/maps/search/telefonia/@-36.80229206090462,-59.1210622811497,15z?hl=es-419","telefonia","Provincia de Buenos Aires","CASTELLI, Moreno Y","false","Mundo Celular (Agencia Claro)","4.7",,"https://www.google.com/maps/search/?api=1&query=Mundo%20Celular%20(Agencia%20Claro)&query_place_id=ChIJORLJs9gnl5UR8cyNyRVD4sc",,
,,,,,,"true",,,,,,,"true",,"true",,,,,,"true",,,,"true",,,"true","true",,"true",,,,,,,,,,,"Av. Matheu 299, B7203BBC Rauch, Provincia de Buenos Aires, Argentina","Tienda de repuestos para automóviles","Tienda de repuestos para coches de carreras",,,"Tienda de repuestos para automóviles","17824297710982533110","Rauch","false","AR",,"repuestosrauch.com.ar","%20info@repuestosrauch.com.ar","info@repuestosrauch.com.ar","https://www.facebook.com/repuestos.rauch/","0x95972773ca7ade7d:0xf75ca054b9ec0ff6",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4npBCb5_zwehk1EtjASAWhOhqceTlhh-RK5nTVhJ3azomd5-Eb9dH44ABhjvapKsfQXe6ndC6UIZRN2tY60Z-UVPqfwYX7k66zBir8icCZTIt6_Y7BW4PGk0D0cEMfrPIP87yOAj4g=w408-h306-k-no","5",,,"false","/g/11f3s55pkl","es-419",,"-36.7816408","-59.0905385",,"domingo","Cerrado","lunes","9 AM to 5 PM","martes","9 AM to 5 PM","miércoles","9 AM to 5 PM","jueves","9 AM to 5 PM","viernes","9 AM to 5 PM","sábado","9 AM to 5 PM","false","+54 249 466-2133","+542494662133","123-456-7890",,,"249 4662133",,,,"ChIJfd56ynMnl5UR9g_suVSgXPc","B7203",,"3",,"38",,,,,,"2025-06-15T22:40:28.658Z","https://www.google.com/maps/search/tienda/@-36.80229206090462,-59.1210622811497,15z?hl=es-419","tienda","Provincia de Buenos Aires","Av. Matheu 299","false","Repuestos Rauch","4.6",,"https://www.google.com/maps/search/?api=1&query=Repuestos%20Rauch&query_place_id=ChIJfd56ynMnl5UR9g_suVSgXPc","https://repuestosrauch.com.ar/",
